Generated T3 mesh - 8 times 32

297   1   1   1

1   1   1   1   0.000   0.000   0
2   0   0   1   0.188   0.000   0
3   0   0   1   0.375   0.000   0
4   0   0   1   0.562   0.000   0
5   0   0   1   0.750   0.000   0
6   0   0   1   0.938   0.000   0
7   0   0   1   1.125   0.000   0
8   0   0   1   1.312   0.000   0
9   0   0   1   1.500   0.000   0
10   0   0   1   1.688   0.000   0
11   0   0   1   1.875   0.000   0
12   0   0   1   2.062   0.000   0
13   0   0   1   2.250   0.000   0
14   0   0   1   2.438   0.000   0
15   0   0   1   2.625   0.000   0
16   0   0   1   2.812   0.000   0
17   0   0   1   3.000   0.000   0
18   0   0   1   3.188   0.000   0
19   0   0   1   3.375   0.000   0
20   0   0   1   3.562   0.000   0
21   0   0   1   3.750   0.000   0
22   0   0   1   3.938   0.000   0
23   0   0   1   4.125   0.000   0
24   0   0   1   4.312   0.000   0
25   0   0   1   4.500   0.000   0
26   0   0   1   4.688   0.000   0
27   0   0   1   4.875   0.000   0
28   0   0   1   5.062   0.000   0
29   0   0   1   5.250   0.000   0
30   0   0   1   5.438   0.000   0
31   0   0   1   5.625   0.000   0
32   0   0   1   5.812   0.000   0
33   0   0   1   6.000   0.000   0
34   1   1   1   0.000   0.125   0
35   0   0   1   0.188   0.125   0
36   0   0   1   0.375   0.125   0
37   0   0   1   0.562   0.125   0
38   0   0   1   0.750   0.125   0
39   0   0   1   0.938   0.125   0
40   0   0   1   1.125   0.125   0
41   0   0   1   1.312   0.125   0
42   0   0   1   1.500   0.125   0
43   0   0   1   1.688   0.125   0
44   0   0   1   1.875   0.125   0
45   0   0   1   2.062   0.125   0
46   0   0   1   2.250   0.125   0
47   0   0   1   2.438   0.125   0
48   0   0   1   2.625   0.125   0
49   0   0   1   2.812   0.125   0
50   0   0   1   3.000   0.125   0
51   0   0   1   3.188   0.125   0
52   0   0   1   3.375   0.125   0
53   0   0   1   3.562   0.125   0
54   0   0   1   3.750   0.125   0
55   0   0   1   3.938   0.125   0
56   0   0   1   4.125   0.125   0
57   0   0   1   4.312   0.125   0
58   0   0   1   4.500   0.125   0
59   0   0   1   4.688   0.125   0
60   0   0   1   4.875   0.125   0
61   0   0   1   5.062   0.125   0
62   0   0   1   5.250   0.125   0
63   0   0   1   5.438   0.125   0
64   0   0   1   5.625   0.125   0
65   0   0   1   5.812   0.125   0
66   0   0   1   6.000   0.125   0
67   1   1   1   0.000   0.250   0
68   0   0   1   0.188   0.250   0
69   0   0   1   0.375   0.250   0
70   0   0   1   0.562   0.250   0
71   0   0   1   0.750   0.250   0
72   0   0   1   0.938   0.250   0
73   0   0   1   1.125   0.250   0
74   0   0   1   1.312   0.250   0
75   0   0   1   1.500   0.250   0
76   0   0   1   1.688   0.250   0
77   0   0   1   1.875   0.250   0
78   0   0   1   2.062   0.250   0
79   0   0   1   2.250   0.250   0
80   0   0   1   2.438   0.250   0
81   0   0   1   2.625   0.250   0
82   0   0   1   2.812   0.250   0
83   0   0   1   3.000   0.250   0
84   0   0   1   3.188   0.250   0
85   0   0   1   3.375   0.250   0
86   0   0   1   3.562   0.250   0
87   0   0   1   3.750   0.250   0
88   0   0   1   3.938   0.250   0
89   0   0   1   4.125   0.250   0
90   0   0   1   4.312   0.250   0
91   0   0   1   4.500   0.250   0
92   0   0   1   4.688   0.250   0
93   0   0   1   4.875   0.250   0
94   0   0   1   5.062   0.250   0
95   0   0   1   5.250   0.250   0
96   0   0   1   5.438   0.250   0
97   0   0   1   5.625   0.250   0
98   0   0   1   5.812   0.250   0
99   0   0   1   6.000   0.250   0
100   1   1   1   0.000   0.375   0
101   0   0   1   0.188   0.375   0
102   0   0   1   0.375   0.375   0
103   0   0   1   0.562   0.375   0
104   0   0   1   0.750   0.375   0
105   0   0   1   0.938   0.375   0
106   0   0   1   1.125   0.375   0
107   0   0   1   1.312   0.375   0
108   0   0   1   1.500   0.375   0
109   0   0   1   1.688   0.375   0
110   0   0   1   1.875   0.375   0
111   0   0   1   2.062   0.375   0
112   0   0   1   2.250   0.375   0
113   0   0   1   2.438   0.375   0
114   0   0   1   2.625   0.375   0
115   0   0   1   2.812   0.375   0
116   0   0   1   3.000   0.375   0
117   0   0   1   3.188   0.375   0
118   0   0   1   3.375   0.375   0
